HREF,FAILMSG
http://www.thegreenbook.com/products/aerial-work-platforms/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/agarwood/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/adhesives/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/adhesive-chemicals/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/additives-paint/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/abrasive-cutting-wheels/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/adhesive-application-equipment/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/additives-drilling-mud/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/adapter-type-roller-bearings/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/adapter-type-ball-bearings/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/additives-concrete/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/window-insulating-film/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/work-platform-elevating/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/window-frames/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/windows/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/window-film/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/window-fittings/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/window-cleaning-service/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/window-film-explosion-proof-safety-solar-decorative-etc/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/agricultural-tractors/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/window-cleaning-equipment/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/wide-inner-ring-ball-bearings/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/wheels-grinding-lapping/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/wheels-diamond/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/overseas-motors-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/wheels-cbn/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/bio-flora-singapore-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/wheels-castor/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/wheelbarrows/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/wheel-loaders/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-wire-feeders/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-wires/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/kim-san-machinery-co/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/spotradio-sdn-bhd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/horme-hardware-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/hua-hng-trading-co-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/equitchem-s-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/enta-manufacture-industries/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/bentz-jaz-singapore-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/agro-technic-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-torches/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-tools-plastic/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-timers/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-temperature-indicators/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-transformers/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-spectacles/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-spatter-preventives/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-rectifiers/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-nozzle-tip-replacer/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-metal-powders/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-machines-plastic/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-robots/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-lenses/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-hose/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-inspection-service/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-gun-balancers/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/s-l-sealing-solutions-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/king-wai-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-positioners-manipulators-etc/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/disco-hi-tec-s-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/koh-ah-chiew/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/chang-tai-chiang-hardware-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/jcb-sales-asia-pacific-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/green-valley-farms-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/gpm-sea-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/cropcare-biotech-s-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/asiatic-agricultural-industries-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/john-deere-asia-singapore-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/advance-farm-systems-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/vermeer-asia-pacific-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/tractors-singapore-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/outboard-marine-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/leeden-limited/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/betamax-enterprise-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/ssh-corporation-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/butbro-far-east-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/adjoin-winger-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/ken-industrial-gases-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/alpex-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/eastern-eagle-trading-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/thamps-engineering-s-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/pohwell-engineering-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/maxweld-asia-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/lincoln-machinery-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/heng-yong-trading/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/kok-han-marketing-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/leeden-distribution-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/esab-asia-pacific-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/danox-welding-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/a-g-industrial-gas-trading-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/triarc-technologies-engineering-services-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/arcstar-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/panweld-trading-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/auweld-international-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/sma-industrial-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/pnd-hardware-trading-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/victory-hardware-co/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/amcoweld-inc-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/allinton-engineering-trading-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/dirak-asia-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/hln-rubber-products-pte-ltd/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/companies/ss-international-engineering/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-gas-regulators/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
http://www.thegreenbook.com/products/welding-gases/,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
