failmsg,href,image_urls,images,name,ops,removed,side,time,timestamp
,https://twilightstrategy.com/2012/09/04/brush-war/,https://twilightstrategy.files.wordpress.com/2012/01/brush-war.jpg?w=640,,Brush War, 3, No, Neutral, Mid War,2017-05-22 16:33:38.934728
,https://twilightstrategy.com/2012/07/09/defectors/,https://twilightstrategy.files.wordpress.com/2012/01/defectors.jpg?w=640,,Defectors, 2, No, US, Early War,2017-05-22 16:33:38.979543
,https://twilightstrategy.com/2012/02/13/regions-middle-east/,https://twilightstrategy.files.wordpress.com/2012/01/middle-east-scoring.jpg?w=640,,Regions: Middle East,,,,,2017-05-22 16:33:39.001970
,https://twilightstrategy.com/2012/06/11/nuclear-test-ban/,https://twilightstrategy.files.wordpress.com/2012/01/nuclear-test-ban.jpg?w=640,,Nuclear Test Ban, 4, No, Neutral, Early War,2017-05-22 16:33:39.028360
,https://twilightstrategy.com/2011/12/14/regions-asia/,https://twilightstrategy.files.wordpress.com/2012/01/asia-scoring.jpg?w=640,,Regions: Asia,,,,,2017-05-22 16:33:39.334447
,https://twilightstrategy.com/2012/07/02/formosan-resolution/,https://twilightstrategy.files.wordpress.com/2012/01/formosan-resolution.jpg?w=640,,Formosan Resolution, 2, Yes, US, Early War,2017-05-22 16:33:39.412502
,https://twilightstrategy.com/2011/12/12/regions-europe/,https://twilightstrategy.files.wordpress.com/2012/01/europe-scoring.jpg?w=640,,Regions: Europe,,,,,2017-05-22 16:33:39.436019
,https://twilightstrategy.com/2012/05/29/de-stalinization/,https://twilightstrategy.files.wordpress.com/2012/01/de-stalinization.jpg?w=640,,De-Stalinization, 3, Yes, USSR, Early War,2017-05-22 16:33:40.049460
,https://twilightstrategy.com/2012/05/07/un-intervention/,https://twilightstrategy.files.wordpress.com/2012/01/un-intervention.jpg?w=640,,UN Intervention, 1, No, Neutral, Early War,2017-05-22 16:33:40.105183
,https://twilightstrategy.com/2012/04/05/decolonization/,https://twilightstrategy.files.wordpress.com/2012/01/decolonization.jpg?w=640,,Decolonization, 2, No, USSR, Early War,2017-05-22 16:33:41.047141
,https://twilightstrategy.com/2012/04/02/east-european-unrest/,https://twilightstrategy.files.wordpress.com/2012/01/east-european-unrest.jpg?w=640,,East European Unrest, 3, No, US, Early War,2017-05-22 16:33:41.498618
,https://twilightstrategy.com/2012/04/23/red-scarepurge/,https://twilightstrategy.files.wordpress.com/2012/01/red-scare-purge.jpg?w=640,,Red Scare/Purge, 4, No, Neutral, Early War,2017-05-22 16:33:42.618205
,https://twilightstrategy.com/2013/01/10/yuri-and-samantha/,https://twilightstrategy.files.wordpress.com/2012/01/yuri-and-samantha.jpg?w=640,,Yuri and Samantha, 2, Yes, USSR, Late War,2017-05-22 16:33:43.071417
,https://twilightstrategy.com/2012/03/29/suez-crisis/,https://twilightstrategy.files.wordpress.com/2012/01/suez-crisis.jpg?w=640,,Suez Crisis, 3, Yes, USSR, Early War,2017-05-22 16:33:43.134465
,https://twilightstrategy.com/2012/11/28/our-man-in-tehran/,https://twilightstrategy.files.wordpress.com/2012/01/our-man-in-tehran.jpg?w=640,,Our Man in Tehran, 2, Yes, US, Mid War,2017-05-22 16:33:43.200011
,https://twilightstrategy.com/2012/03/27/usjapan-mutual-defense-pact/,https://twilightstrategy.files.wordpress.com/2012/01/us-japan-mutual-defense-pact.jpg?w=640,,US/Japan Mutual Defense Pact, 4, Yes, US, Early War,2017-05-22 16:33:43.230032
,https://twilightstrategy.com/2013/01/14/awacs-sale-to-saudis/,https://twilightstrategy.files.wordpress.com/2012/01/awacs-sale-to-saudis.jpg?w=640,,AWACS Sale to Saudis, 3, Yes, US, Late War,2017-05-22 16:33:43.415163
,https://twilightstrategy.com/2012/03/20/containment/,https://twilightstrategy.files.wordpress.com/2012/01/containment.jpg?w=640,,Containment, 3, Yes, US, Early War,2017-05-22 16:33:43.474704
,https://twilightstrategy.com/2012/11/27/che/,https://twilightstrategy.files.wordpress.com/2012/01/che.jpg?w=640,,Che, 3, No, USSR, Mid War,2017-05-22 16:33:43.604297
,https://twilightstrategy.com/2012/03/26/cia-created/,https://twilightstrategy.files.wordpress.com/2012/01/cia-created.jpg?w=640,,CIA Created, 1, Yes, US, Early War,2017-05-22 16:33:43.685734
,https://twilightstrategy.com/2012/07/11/the-cambridge-five/,https://twilightstrategy.files.wordpress.com/2012/01/the-cambridge-five.jpg?w=640,,The Cambridge Five, 2, No, USSR, Early War,2017-05-22 16:33:44.263888
,https://twilightstrategy.com/2013/01/08/solidarity/,https://twilightstrategy.files.wordpress.com/2012/01/solidarity.jpg?w=640,,Solidarity, 2, Yes, US, Late War,2017-05-22 16:33:44.521572
,https://twilightstrategy.com/2013/01/04/pershing-ii-deployed/,https://twilightstrategy.files.wordpress.com/2012/01/pershing-ii-deployed.jpg?w=640,,Pershing II Deployed, 3, Yes, USSR, Late War,2017-05-22 16:33:44.569106
,https://twilightstrategy.com/2012/07/18/special-relationship/,https://twilightstrategy.files.wordpress.com/2012/01/special-relationship.jpg?w=640,,Special Relationship, 2, No, US, Early War,2017-05-22 16:33:44.850806
,https://twilightstrategy.com/2013/01/09/iran-iraq-war/,https://twilightstrategy.files.wordpress.com/2012/01/iran-iraq-war.jpg?w=640,,Iran-Iraq War, 2, Yes, Neutral, Late War,2017-05-22 16:33:45.040939
,https://twilightstrategy.com/2013/01/03/aldrich-ames-remix/,https://twilightstrategy.files.wordpress.com/2012/01/aldrich-ames-remix.jpg?w=640,,Aldrich Ames Remix, 3, Yes, USSR, Late War,2017-05-22 16:33:45.273116
,https://twilightstrategy.com/2013/01/07/wargames/,https://twilightstrategy.files.wordpress.com/2012/01/wargames.jpg?w=640,,Wargames, 4, Yes, Neutral, Late War,2017-05-22 16:33:45.303126
,https://twilightstrategy.com/2012/12/21/an-evil-empire/,https://twilightstrategy.files.wordpress.com/2012/01/an-evil-empire.jpg?w=640,,“An Evil Empire”, 3, Yes, US, Late War,2017-05-22 16:33:45.340152
,https://twilightstrategy.com/2012/12/20/tear-down-this-wall/,https://twilightstrategy.files.wordpress.com/2012/01/tear-down-this-wall.jpg?w=640,,Tear Down This Wall, 3, Yes, US, Late War,2017-05-22 16:33:45.380685
,https://twilightstrategy.com/2012/12/19/latin-american-debt-crisis/,https://twilightstrategy.files.wordpress.com/2012/01/latin-american-debt-crisis.jpg?w=640,,Latin American Debt Crisis, 2, No, USSR, Late War,2017-05-22 16:33:45.423211
,https://twilightstrategy.com/2012/12/12/glasnost/,https://twilightstrategy.files.wordpress.com/2012/01/glasnost.jpg?w=640,,Glasnost, 4, Yes, USSR, Late War,2017-05-22 16:33:46.171097
,https://twilightstrategy.com/2012/12/18/chernobyl/,https://twilightstrategy.files.wordpress.com/2012/01/chernobyl.jpg?w=640,,Chernobyl, 3, Yes, US, Late War,2017-05-22 16:33:46.254259
,https://twilightstrategy.com/2012/12/11/soviets-shoot-down-kal-007/,https://twilightstrategy.files.wordpress.com/2012/01/soviets-shoot-down-kal-7.jpg?w=640,,Soviets Shoot Down KAL-007, 4, Yes, US, Late War,2017-05-22 16:33:46.364012
,https://twilightstrategy.com/2012/12/17/iran-contra-scandal/,https://twilightstrategy.files.wordpress.com/2012/01/iran-contra-scandal.jpg?w=640,,Iran-Contra Scandal, 2, Yes, USSR, Late War,2017-05-22 16:33:46.406598
,https://twilightstrategy.com/2012/12/10/marine-barracks-bombing/,https://twilightstrategy.files.wordpress.com/2012/01/marine-barracks-bombing.jpg?w=640,,Marine Barracks Bombing, 2, Yes, USSR, Late War,2017-05-22 16:33:46.487151
,https://twilightstrategy.com/2012/12/14/terrorism/,https://twilightstrategy.files.wordpress.com/2012/01/terrorism.jpg?w=640,,Terrorism, 2, No, Neutral, Mid War,2017-05-22 16:33:46.549963
,https://twilightstrategy.com/2012/12/13/ortega-elected-in-nicaragua/,https://twilightstrategy.files.wordpress.com/2012/01/ortega-elected-in-nicaragua.jpg?w=640,,Ortega Elected in Nicaragua, 2, Yes, USSR, Late War,2017-05-22 16:33:46.589000
,https://twilightstrategy.com/2012/12/07/the-reformer/,https://twilightstrategy.files.wordpress.com/2012/01/the-reformer.jpg?w=640,,The Reformer, 3, Yes, USSR, Late War,2017-05-22 16:33:46.810508
,https://twilightstrategy.com/2012/07/25/norad/,https://twilightstrategy.files.wordpress.com/2012/01/norad.jpg?w=640,,NORAD, 3, Yes, US, Early War,2017-05-22 16:33:47.183595
,https://twilightstrategy.com/2012/12/06/north-sea-oil/,https://twilightstrategy.files.wordpress.com/2012/01/north-sea-oil.jpg?w=640,,North Sea Oil, 3, Yes, US, Late War,2017-05-22 16:33:47.535260
,https://twilightstrategy.com/2012/12/03/the-iron-lady/,https://twilightstrategy.files.wordpress.com/2012/01/the-iron-lady.jpg?w=640,,The Iron Lady, 3, Yes, US, Late War,2017-05-22 16:33:47.684791
,https://twilightstrategy.com/2012/11/26/one-small-step/,https://twilightstrategy.files.wordpress.com/2012/01/one-small-step.jpg?w=640,,“One Small Step…”, 2, No, Neutral, Mid War,2017-05-22 16:33:47.809469
,https://twilightstrategy.com/2012/12/05/star-wars/,https://twilightstrategy.files.wordpress.com/2012/01/star-wars.jpg?w=640,,Star Wars, 2, Yes, US, Late War,2017-05-22 16:33:48.047725
,https://twilightstrategy.com/2012/12/04/reagan-bombs-libya/,https://twilightstrategy.files.wordpress.com/2012/01/reagan-bombs-libya.jpg?w=640,,Reagan Bombs Libya, 2, Yes, US, Late War,2017-05-22 16:33:48.786305
,https://twilightstrategy.com/2012/11/20/ussuri-river-skirmish/,https://twilightstrategy.files.wordpress.com/2012/01/ussuri-river-skirmish.jpg?w=640,,Ussuri River Skirmish, 3, Yes, US, Mid War,2017-05-22 16:33:48.863360
,https://twilightstrategy.com/2012/08/15/regions-south-america/,https://twilightstrategy.files.wordpress.com/2012/01/south-america-scoring.jpg?w=640,,Regions: South America,,,,,2017-05-22 16:33:48.990450
,https://twilightstrategy.com/2012/11/30/iranian-hostage-crisis/,https://twilightstrategy.files.wordpress.com/2012/01/iranian-hostage-crisis.jpg?w=640,,Iranian Hostage Crisis, 3, Yes, USSR, Late War,2017-05-22 16:33:49.010964
,https://twilightstrategy.com/2012/11/21/ask-not-what-your-country-can-do-for-you/,https://twilightstrategy.files.wordpress.com/2012/01/ask-not-what-your-country.jpg?w=640,,“Ask Not What Your Country Can Do For You…”, 3, Yes, US, Mid War,2017-05-22 16:33:49.145061
,https://twilightstrategy.com/2012/11/19/liberation-theology/,https://twilightstrategy.files.wordpress.com/2012/01/liberation-theology.jpg?w=640,,Liberation Theology, 2, No, USSR, Mid War,2017-05-22 16:33:49.189591
,https://twilightstrategy.com/2012/11/23/alliance-for-progress/,https://twilightstrategy.files.wordpress.com/2012/01/alliance-for-progress.jpg?w=640,,Alliance for Progress, 3, Yes, US, Mid War,2017-05-22 16:33:49.247141
,https://twilightstrategy.com/2012/11/15/shuttle-diplomacy/,https://twilightstrategy.files.wordpress.com/2012/01/shuttle-diplomacy.jpg?w=640,,Shuttle Diplomacy, 3, No, US, Mid War,2017-05-22 16:33:50.572916
,https://twilightstrategy.com/2012/11/13/nixon-plays-the-china-card/,https://twilightstrategy.files.wordpress.com/2012/01/nixon-plays-the-china-card.jpg?w=640,,Nixon Plays the China Card, 2, Yes, US, Mid War,2017-05-22 16:33:55.065151
,https://twilightstrategy.com/2012/11/08/john-paul-ii-elected-pope/,https://twilightstrategy.files.wordpress.com/2012/01/john-paul-ii-elected-pope.jpg?w=640,,John Paul II Elected Pope, 2, Yes, US, Mid War,2017-05-22 16:33:55.232408
,https://twilightstrategy.com/2012/11/06/puppet-governments/,https://twilightstrategy.files.wordpress.com/2012/01/puppet-governments.jpg?w=640,,Puppet Governments, 2, Yes, US, Mid War,2017-05-22 16:33:55.487225
,https://twilightstrategy.com/2012/11/05/camp-david-accords/,https://twilightstrategy.files.wordpress.com/2012/01/camp-david-accords.jpg?w=640,,Camp David Accords, 2, Yes, US, Mid War,2017-05-22 16:33:55.764993
,https://twilightstrategy.com/2012/11/02/panama-canal-returned/,https://twilightstrategy.files.wordpress.com/2012/01/panama-canal-returned.jpg?w=640,,Panama Canal Returned, 1, Yes, US, Mid War,2017-05-22 16:33:56.793924
,https://twilightstrategy.com/2012/11/01/colonial-rear-guards/,https://twilightstrategy.files.wordpress.com/2012/01/colonial-rear-guards.jpg?w=640,,Colonial Rear Guards, 2, No, US, Mid War,2017-05-22 16:33:56.828406
,https://twilightstrategy.com/2012/11/12/oas-founded/,https://twilightstrategy.files.wordpress.com/2012/01/oas-founded.jpg?w=640,,OAS Founded, 1, Yes, US, Mid War,2017-05-22 16:33:57.291928
,https://twilightstrategy.com/2012/04/11/regions-africa/,https://twilightstrategy.files.wordpress.com/2012/01/africa-scoring.jpg?w=640,,Regions: Africa,,,,,2017-05-22 16:33:57.619461
,https://twilightstrategy.com/2012/10/25/flower-power/,https://twilightstrategy.files.wordpress.com/2012/01/flower-power.jpg?w=640,,Flower Power, 4, Yes, USSR, Mid War,2017-05-22 16:33:58.204372
,https://twilightstrategy.com/2012/10/26/u-2-incident/,https://twilightstrategy.files.wordpress.com/2012/01/u2-incident.jpg?w=640,,U-2 Incident, 3, Yes, USSR, Mid War,2017-05-22 16:33:58.264336
,https://twilightstrategy.com/2012/10/30/lone-gunman/,https://twilightstrategy.files.wordpress.com/2012/01/lone-gunman.jpg?w=640,,Lone Gunman, 1, Yes, USSR, Mid War,2017-05-22 16:33:58.392413
,https://twilightstrategy.com/2012/10/29/opec/,https://twilightstrategy.files.wordpress.com/2012/01/opec.jpg?w=640,,OPEC, 3, No, USSR, Mid War,2017-05-22 16:33:58.543521
,https://twilightstrategy.com/2012/10/24/cultural-revolution/,https://twilightstrategy.files.wordpress.com/2012/01/cultural-revolution.jpg?w=640,,Cultural Revolution, 3, Yes, USSR, Mid War,2017-05-22 16:33:58.767679
,https://twilightstrategy.com/2012/10/23/abm-treaty/,https://twilightstrategy.files.wordpress.com/2012/01/abm-treaty.jpg?w=640,,ABM Treaty, 4, No, Neutral, Mid War,2017-05-22 16:33:58.869752
,https://twilightstrategy.com/2012/10/19/muslim-revolution/,https://twilightstrategy.files.wordpress.com/2012/01/muslim-revolution.jpg?w=640,,Muslim Revolution, 4, No, USSR, Mid War,2017-05-22 16:33:58.969644
,https://twilightstrategy.com/2012/11/16/the-voice-of-america/,https://twilightstrategy.files.wordpress.com/2012/01/the-voice-of-america.jpg?w=640,,The Voice of America, 2, No, US, Mid War,2017-05-22 16:33:59.069264
,https://twilightstrategy.com/2012/10/18/willy-brandt/,https://twilightstrategy.files.wordpress.com/2012/01/willy-brandt.jpg?w=640,,Willy Brandt, 2, Yes, USSR, Mid War,2017-05-22 16:33:59.178341
,https://twilightstrategy.com/2012/11/07/grain-sales-to-soviets/,https://twilightstrategy.files.wordpress.com/2012/01/grain-sales-to-soviets.jpg?w=640,,Grain Sales to Soviets, 2, No, US, Mid War,2017-05-22 16:33:59.275911
,https://twilightstrategy.com/2012/10/17/allende/,https://twilightstrategy.files.wordpress.com/2012/01/allende.jpg?w=640,,Allende, 1, Yes, USSR, Mid War,2017-05-22 16:33:59.350966
,https://twilightstrategy.com/2012/10/16/south-african-unrest/,https://twilightstrategy.files.wordpress.com/2012/01/south-african-unrest.jpg?w=640,,South African Unrest, 2, No, USSR, Mid War,2017-05-22 16:33:59.435666
,https://twilightstrategy.com/2012/10/15/portuguese-empire-crumbles/,https://twilightstrategy.files.wordpress.com/2012/01/portuguese-empire-crumbles.jpg?w=640,,Portuguese Empire Crumbles, 2, Yes, USSR, Mid War,2017-05-22 16:33:59.618430
,https://twilightstrategy.com/2012/10/12/brezhnev-doctrine/,https://twilightstrategy.files.wordpress.com/2012/01/brezhnev-doctrine.jpg?w=640,,Brezhnev Doctrine, 3, Yes, USSR, Mid War,2017-05-22 16:33:59.646451
,https://twilightstrategy.com/2012/10/10/we-will-bury-you/,https://twilightstrategy.files.wordpress.com/2012/01/we-will-bury-you.jpg?w=640,,We Will Bury You, 4, Yes, USSR, Mid War,2017-05-22 16:33:59.987090
,https://twilightstrategy.com/2012/10/03/kitchen-debates/,https://twilightstrategy.files.wordpress.com/2012/01/kitchen-debates.jpg?w=640,,Kitchen Debates, 1, Yes, US, Mid War,2017-05-22 16:34:00.499541
,https://twilightstrategy.com/2012/10/08/missile-envy/,https://twilightstrategy.files.wordpress.com/2012/01/missile-envy.jpg?w=640,,Missile Envy, 2, No, Neutral, Mid War,2017-05-22 16:34:00.521059
,https://twilightstrategy.com/2012/10/01/junta/,https://twilightstrategy.files.wordpress.com/2012/01/junta.jpg?w=640,,Junta, 2, No, Neutral, Mid War,2017-05-22 16:34:00.966402
,https://twilightstrategy.com/2012/11/09/latin-american-death-squads/,https://twilightstrategy.files.wordpress.com/2012/01/latin-american-death-squads.jpg?w=640,,Latin American Death Squads, 2, No, Neutral, Mid War,2017-05-22 16:34:01.038670
,https://twilightstrategy.com/2012/09/26/how-i-learned-to-stop-worrying/,https://twilightstrategy.files.wordpress.com/2012/01/how-i-learned-to-stop-worrying.jpg?w=640,,How I Learned to Stop Worrying, 2, Yes, Neutral, Mid War,2017-05-22 16:34:01.479616
,https://twilightstrategy.com/2012/09/17/salt-negotiations/,https://twilightstrategy.files.wordpress.com/2012/01/salt-negotiations.jpg?w=640,,SALT Negotiations, 3, Yes, Neutral, Mid War,2017-05-22 16:34:01.562176
,https://twilightstrategy.com/2012/09/12/quagmire/,https://twilightstrategy.files.wordpress.com/2012/01/quagmire.jpg?w=640,,Quagmire, 3, Yes, USSR, Mid War,2017-05-22 16:34:01.584811
,https://twilightstrategy.com/2012/09/19/bear-trap/,https://twilightstrategy.files.wordpress.com/2012/01/bear-trap.jpg?w=640,,Bear Trap, 3, Yes, US, Mid War,2017-05-22 16:34:02.027896
,https://twilightstrategy.com/2012/09/10/nuclear-subs/,https://twilightstrategy.files.wordpress.com/2012/01/nuclear-subs.jpg?w=640,,Nuclear Subs, 2, Yes, US, Mid War,2017-05-22 16:34:02.561314
,https://twilightstrategy.com/2012/09/24/summit/,https://twilightstrategy.files.wordpress.com/2012/01/summit.jpg?w=640,,Summit, 1, No, Neutral, Mid War,2017-05-22 16:34:02.579344
