HREF,NAME,TIME,SIDE,OPS,REMOVED
https://twilightstrategy.com/2011/12/14/regions-asia/,,,,,
https://twilightstrategy.com/2011/12/12/regions-europe/,,,,,
https://twilightstrategy.com/2012/02/13/regions-middle-east/,,,,,
https://twilightstrategy.com/2011/12/12/duck-and-cover/,,,,,
https://twilightstrategy.com/2011/12/12/five-year-plan/,,,,,
https://twilightstrategy.com/2012/10/31/the-china-card/,,,,,
https://twilightstrategy.com/2011/12/13/socialist-governments/,,,,,
https://twilightstrategy.com/2011/12/14/fidel/,,,,,
https://twilightstrategy.com/2011/12/16/vietnam-revolts/,,,,,
https://twilightstrategy.com/2011/12/19/blockade/,,,,,
https://twilightstrategy.com/2011/12/25/korean-war/,,,,,
https://twilightstrategy.com/2012/01/02/romanian-abdication/,,,,,
https://twilightstrategy.com/2012/01/16/arab-israeli-war/,,,,,
https://twilightstrategy.com/2012/01/24/comecon/,,,,,
https://twilightstrategy.com/2012/02/06/nasser/,,,,,
https://twilightstrategy.com/2012/02/20/warsaw-pact-formed/,,,,,
https://twilightstrategy.com/2012/02/24/de-gaulle-leads-france/,,,,,
https://twilightstrategy.com/2012/02/27/captured-nazi-scientist/,,,,,
https://twilightstrategy.com/2012/03/02/truman-doctrine/,,,,,
https://twilightstrategy.com/2012/03/12/olympic-games/,,,,,
https://twilightstrategy.com/2012/03/12/nato/,,,,,
https://twilightstrategy.com/2012/03/13/independent-reds/,,,,,
https://twilightstrategy.com/2012/03/16/marshall-plan/,,,,,
https://twilightstrategy.com/2012/03/19/indo-pakistani-war/,,,,,
https://twilightstrategy.com/2012/03/20/containment/,,,,,
https://twilightstrategy.com/2012/03/26/cia-created/,,,,,
https://twilightstrategy.com/2012/03/27/usjapan-mutual-defense-pact/,,,,,
https://twilightstrategy.com/2012/03/29/suez-crisis/,,,,,
https://twilightstrategy.com/2012/04/02/east-european-unrest/,,,,,
https://twilightstrategy.com/2012/04/05/decolonization/,,,,,
https://twilightstrategy.com/2012/04/23/red-scarepurge/,,,,,
https://twilightstrategy.com/2012/05/07/un-intervention/,,,,,
https://twilightstrategy.com/2012/05/29/de-stalinization/,,,,,
https://twilightstrategy.com/2012/06/11/nuclear-test-ban/,,,,,
https://twilightstrategy.com/2012/07/02/formosan-resolution/,,,,,
https://twilightstrategy.com/2012/07/09/defectors/,,,,,
https://twilightstrategy.com/2012/09/04/brush-war/,,,,,
https://twilightstrategy.com/2012/09/04/regions-central-america/,,,,,
https://twilightstrategy.com/2012/09/04/regions-southeast-asia/,,,,,
https://twilightstrategy.com/2012/09/05/arms-race/,,,,,
https://twilightstrategy.com/2012/09/06/cuban-missile-crisis/,,,,,
https://twilightstrategy.com/2012/09/10/nuclear-subs/,,,,,
https://twilightstrategy.com/2012/09/12/quagmire/,,,,,
https://twilightstrategy.com/2012/09/17/salt-negotiations/,,,,,
https://twilightstrategy.com/2012/09/19/bear-trap/,,,,,
https://twilightstrategy.com/2012/09/24/summit/,,,,,
https://twilightstrategy.com/2012/09/26/how-i-learned-to-stop-worrying/,,,,,
https://twilightstrategy.com/2012/10/01/junta/,,,,,
https://twilightstrategy.com/2012/10/03/kitchen-debates/,,,,,
https://twilightstrategy.com/2012/10/08/missile-envy/,,,,,
https://twilightstrategy.com/2012/10/10/we-will-bury-you/,,,,,
https://twilightstrategy.com/2012/10/12/brezhnev-doctrine/,,,,,
https://twilightstrategy.com/2012/10/15/portuguese-empire-crumbles/,,,,,
https://twilightstrategy.com/2012/10/16/south-african-unrest/,,,,,
https://twilightstrategy.com/2012/10/17/allende/,,,,,
https://twilightstrategy.com/2012/10/18/willy-brandt/,,,,,
https://twilightstrategy.com/2012/10/19/muslim-revolution/,,,,,
https://twilightstrategy.com/2012/10/23/abm-treaty/,,,,,
https://twilightstrategy.com/2012/10/24/cultural-revolution/,,,,,
https://twilightstrategy.com/2012/10/25/flower-power/,,,,,
https://twilightstrategy.com/2012/10/26/u-2-incident/,,,,,
https://twilightstrategy.com/2012/10/29/opec/,,,,,
https://twilightstrategy.com/2012/10/30/lone-gunman/,,,,,
https://twilightstrategy.com/2012/11/01/colonial-rear-guards/,,,,,
https://twilightstrategy.com/2012/11/02/panama-canal-returned/,,,,,
https://twilightstrategy.com/2012/11/05/camp-david-accords/,,,,,
https://twilightstrategy.com/2012/11/06/puppet-governments/,,,,,
https://twilightstrategy.com/2012/11/07/grain-sales-to-soviets/,,,,,
https://twilightstrategy.com/2012/11/08/john-paul-ii-elected-pope/,,,,,
https://twilightstrategy.com/2012/11/09/latin-american-death-squads/,,,,,
https://twilightstrategy.com/2012/11/12/oas-founded/,,,,,
https://twilightstrategy.com/2012/11/13/nixon-plays-the-china-card/,,,,,
https://twilightstrategy.com/2012/11/14/sadat-expels-soviets/,,,,,
https://twilightstrategy.com/2012/11/15/shuttle-diplomacy/,,,,,
https://twilightstrategy.com/2012/11/16/the-voice-of-america/,,,,,
https://twilightstrategy.com/2012/11/19/liberation-theology/,,,,,
https://twilightstrategy.com/2012/11/20/ussuri-river-skirmish/,,,,,
https://twilightstrategy.com/2012/11/21/ask-not-what-your-country-can-do-for-you/,,,,,
https://twilightstrategy.com/2012/11/23/alliance-for-progress/,,,,,
https://twilightstrategy.com/2012/04/11/regions-africa/,,,,,
https://twilightstrategy.com/2012/11/26/one-small-step/,,,,,
https://twilightstrategy.com/2012/08/15/regions-south-america/,,,,,
https://twilightstrategy.com/2012/11/30/iranian-hostage-crisis/,,,,,
https://twilightstrategy.com/2012/12/03/the-iron-lady/,,,,,
https://twilightstrategy.com/2012/12/04/reagan-bombs-libya/,,,,,
https://twilightstrategy.com/2012/12/05/star-wars/,,,,,
https://twilightstrategy.com/2012/12/06/north-sea-oil/,,,,,
https://twilightstrategy.com/2012/12/07/the-reformer/,,,,,
https://twilightstrategy.com/2012/12/10/marine-barracks-bombing/,,,,,
https://twilightstrategy.com/2012/12/11/soviets-shoot-down-kal-007/,,,,,
https://twilightstrategy.com/2012/12/12/glasnost/,,,,,
https://twilightstrategy.com/2012/12/13/ortega-elected-in-nicaragua/,,,,,
https://twilightstrategy.com/2012/12/14/terrorism/,,,,,
https://twilightstrategy.com/2012/12/17/iran-contra-scandal/,,,,,
https://twilightstrategy.com/2012/12/18/chernobyl/,,,,,
https://twilightstrategy.com/2012/12/19/latin-american-debt-crisis/,,,,,
https://twilightstrategy.com/2012/12/20/tear-down-this-wall/,,,,,
https://twilightstrategy.com/2012/12/21/an-evil-empire/,,,,,
https://twilightstrategy.com/2013/01/03/aldrich-ames-remix/,,,,,
https://twilightstrategy.com/2013/01/04/pershing-ii-deployed/,,,,,
https://twilightstrategy.com/2013/01/07/wargames/,,,,,
https://twilightstrategy.com/2013/01/08/solidarity/,,,,,
https://twilightstrategy.com/2013/01/09/iran-iraq-war/,,,,,
https://twilightstrategy.com/2012/07/11/the-cambridge-five/,,,,,
https://twilightstrategy.com/2012/07/18/special-relationship/,,,,,
https://twilightstrategy.com/2012/07/25/norad/,,,,,
https://twilightstrategy.com/2012/11/27/che/,,,,,
https://twilightstrategy.com/2012/11/28/our-man-in-tehran/,,,,,
https://twilightstrategy.com/2013/01/10/yuri-and-samantha/,,,,,
https://twilightstrategy.com/2013/01/14/awacs-sale-to-saudis/,,,,,
,Blockade,Early War,USSR,1,Yes
,Socialist Governments,Early War,USSR,3,No
,Fidel,Early War,USSR,2,Yes
,Five Year Plan,Early War,US,3,No
,Vietnam Revolts,Early War,USSR,2,Yes
,Duck and Cover,Early War,US,3,No
,Truman Doctrine,Early War,US,1,Yes
,Captured Nazi Scientist,Early War,Neutral,1,Yes
,AWACS Sale to Saudis,Late War,US,3,Yes
,Warsaw Pact Formed,Early War,USSR,3,Yes
,Nasser,Early War,USSR,1,Yes
,De Gaulle Leads France,Early War,USSR,3,Yes
,Yuri and Samantha,Late War,USSR,2,Yes
,Our Man in Tehran,Mid War,US,2,Yes
,Che,Mid War,USSR,3,No
,NORAD,Early War,US,3,Yes
,Special Relationship,Early War,US,2,No
,Iran-Iraq War,Late War,Neutral,2,Yes
,Solidarity,Late War,US,2,Yes
,The Cambridge Five,Early War,USSR,2,No
,Wargames,Late War,Neutral,4,Yes
,Pershing II Deployed,Late War,USSR,3,Yes
,Latin American Debt Crisis,Late War,USSR,2,No
,Aldrich Ames Remix,Late War,USSR,3,Yes
,“An Evil Empire”,Late War,US,3,Yes
,Chernobyl,Late War,US,3,Yes
,Tear Down This Wall,Late War,US,3,Yes
,Iran-Contra Scandal,Late War,USSR,2,Yes
,Terrorism,Mid War,Neutral,2,No
,Ortega Elected in Nicaragua,Late War,USSR,2,Yes
,Glasnost,Late War,USSR,4,Yes
,Soviets Shoot Down KAL-007,Late War,US,4,Yes
,Marine Barracks Bombing,Late War,USSR,2,Yes
,The Reformer,Late War,USSR,3,Yes
,Star Wars,Late War,US,2,Yes
,Reagan Bombs Libya,Late War,US,2,Yes
,The Iron Lady,Late War,US,3,Yes
,North Sea Oil,Late War,US,3,Yes
,Iranian Hostage Crisis,Late War,USSR,3,Yes
,“One Small Step…”,Mid War,Neutral,2,No
,Alliance for Progress,Mid War,US,3,Yes
,The Voice of America,Mid War,US,2,No
,Ussuri River Skirmish,Mid War,US,3,Yes
,“Ask Not What Your Country Can Do For You…”,Mid War,US,3,Yes
,Nixon Plays the China Card,Mid War,US,2,Yes
,Shuttle Diplomacy,Mid War,US,3,No
,Liberation Theology,Mid War,USSR,2,No
,OAS Founded,Mid War,US,1,Yes
,Sadat Expels Soviets,Mid War,US,1,Yes
,Latin American Death Squads,Mid War,Neutral,2,No
,John Paul II Elected Pope,Mid War,US,2,Yes
,Grain Sales to Soviets,Mid War,US,2,No
,Puppet Governments,Mid War,US,2,Yes
,Camp David Accords,Mid War,US,2,Yes
,OPEC,Mid War,USSR,3,No
,Panama Canal Returned,Mid War,US,1,Yes
,Colonial Rear Guards,Mid War,US,2,No
,Lone Gunman,Mid War,USSR,1,Yes
,Flower Power,Mid War,USSR,4,Yes
,U-2 Incident,Mid War,USSR,3,Yes
,ABM Treaty,Mid War,Neutral,4,No
,Cultural Revolution,Mid War,USSR,3,Yes
,Allende,Mid War,USSR,1,Yes
,Muslim Revolution,Mid War,USSR,4,No
,Willy Brandt,Mid War,USSR,2,Yes
,South African Unrest,Mid War,USSR,2,No
,Portuguese Empire Crumbles,Mid War,USSR,2,Yes
,Brezhnev Doctrine,Mid War,USSR,3,Yes
,We Will Bury You,Mid War,USSR,4,Yes
,Kitchen Debates,Mid War,US,1,Yes
,How I Learned to Stop Worrying,Mid War,Neutral,2,Yes
,Bear Trap,Mid War,US,3,Yes
,Junta,Mid War,Neutral,2,No
,Summit,Mid War,Neutral,1,No
,Missile Envy,Mid War,Neutral,2,No
,Nuclear Subs,Mid War,US,2,Yes
,Arms Race,Mid War,Neutral,3,No
,SALT Negotiations,Mid War,Neutral,3,Yes
,Cuban Missile Crisis,Mid War,Neutral,3,Yes
,Quagmire,Mid War,USSR,3,Yes
,Brush War,Mid War,Neutral,3,No
,Defectors,Early War,US,2,No
,Formosan Resolution,Early War,US,2,Yes
,Red Scare/Purge,Early War,Neutral,4,No
,Nuclear Test Ban,Early War,Neutral,4,No
,UN Intervention,Early War,Neutral,1,No
,De-Stalinization,Early War,USSR,3,Yes
,Decolonization,Early War,USSR,2,No
,US/Japan Mutual Defense Pact,Early War,US,4,Yes
,Suez Crisis,Early War,USSR,3,Yes
,East European Unrest,Early War,US,3,No
,Containment,Early War,US,3,Yes
,CIA Created,Early War,US,1,Yes
,Marshall Plan,Early War,US,4,Yes
